decoder_grad_norm,diag_sft_hq_psnr_full,diag_sft_mmse_psnr_full,encoder_grad_norm,epoch,fid,flow_gain_psnr,fmir_grad_norm,global_step,gpu_peak_allocated_gb,latent_delta_cosine,latent_gain_charb,loss_fm,loss_gan_d,loss_gan_g,loss_mmse_char,loss_pixel_total,lr,mmse_grad_norm,psnr,ssim,step,train_loss,warmup_ratio,wavelet_grad_norm
0.005547918379306793,,,0.18221788108348846,0,,,0.00018420969718135893,,,,,0.0048794494941830635,0.0,0.0,0.04284760355949402,0.0017468605656176805,9.999961912399158e-05,0.019717369228601456,,,599,0.010911070741713047,0.02500000037252903,0.002170782070606947
0.005547918379306793,,,0.18221788108348846,0,,,0.0004095829790458083,,,,,0.0035829658154398203,0.0,0.0,0.05255194008350372,0.002848965348675847,9.999945177696645e-05,0.019717369228601456,,,649,0.011687125079333782,0.029999999329447746,0.002170782070606947
0.005547918379306793,,,0.18221788108348846,0,,,0.0004095829790458083,,,,,0.0035829658154398203,0.0,0.0,0.05255194008350372,0.002848965348675847,9.999945177696645e-05,0.019717369228601456,,,699,0.011687125079333782,0.029999999329447746,0.002170782070606947
0.005547918379306793,,,0.18221788108348846,0,,,0.0004769053484778851,,,,,0.005104489158838987,0.0,0.0,0.06905882060527802,0.002764808014035225,9.999924805015326e-05,0.019717369228601456,,,749,0.014775179326534271,0.03500000014901161,0.002170782070606947
0.005547918379306793,,,0.18221788108348846,0,,,0.0004769053484778851,,,,,0.005104489158838987,0.0,0.0,0.06905882060527802,0.002764808014035225,9.999924805015326e-05,0.019717369228601456,,,799,0.014775179326534271,0.03500000014901161,0.002170782070606947
0.005547918379306793,,,0.18221788108348846,0,,,0.00020701211178675294,,,,,0.002836049534380436,0.0,0.0,0.06169186532497406,0.002581608248874545,9.999902249546722e-05,0.019717369228601456,,,849,0.011586843989789486,0.03999999910593033,0.002170782070606947
0.005547918379306793,,,0.18221788108348846,0,,,0.00020701211178675294,,,,,0.002836049534380436,0.0,0.0,0.06169186532497406,0.002581608248874545,9.999902249546722e-05,0.019717369228601456,,,899,0.011586843989789486,0.03999999910593033,0.002170782070606947
0.005547918379306793,,,0.18221788108348846,0,,,0.00021928889327682555,,,,,0.003495481563732028,0.0,0.0,0.049369778484106064,0.003152249613776803,9.99987605609931e-05,0.019717369228601456,,,949,0.011584708467125893,0.04500000178813934,0.002170782070606947
0.014487288892269135,,,0.23989565670490265,0,,,0.027367549017071724,,,,,0.003495481563732028,0.0,0.0,0.049369778484106064,0.003152249613776803,9.99987605609931e-05,0.022315697744488716,,,999,0.011584708467125893,0.04500000178813934,0.025038739666342735
0.014487288892269135,,,0.23989565670490265,0,,,0.0006419044802896678,,,,,0.005298290401697159,0.0,0.0,0.06415221840143204,0.004906358662992716,9.999846952268854e-05,0.022315697744488716,,,1049,0.01661987043917179,0.05000000074505806,0.025038739666342735
0.014487288892269135,,,0.23989565670490265,0,,,0.0006419044802896678,,,,,0.005298290401697159,0.0,0.0,0.06415221840143204,0.004906358662992716,9.999846952268854e-05,0.022315697744488716,,,1099,0.01661987043917179,0.05000000074505806,0.025038739666342735
0.014487288892269135,,,0.23989565670490265,0,,,0.0003042386379092932,,,,,0.003419812535867095,0.0,0.0,0.057512491941452026,0.004058813210576773,9.999814938055351e-05,0.022315697744488716,,,1149,0.013229874894022942,0.054999999701976776,0.025038739666342735
0.014487288892269135,,,0.23989565670490265,0,,,0.0003042386379092932,,,,,0.003419812535867095,0.0,0.0,0.057512491941452026,0.004058813210576773,9.999814938055351e-05,0.022315697744488716,,,1199,0.013229874894022942,0.054999999701976776,0.025038739666342735
0.014487288892269135,,,0.23989565670490265,0,,,0.00036303693195804954,,,,,0.004315087106078863,0.0,0.0,0.04401790723204613,0.004359050653874874,9.999780013458803e-05,0.022315697744488716,,,1249,0.013075928203761578,0.05999999865889549,0.025038739666342735
0.014487288892269135,,,0.23989565670490265,0,,,0.00036303693195804954,,,,,0.004315087106078863,0.0,0.0,0.04401790723204613,0.004359050653874874,9.999780013458803e-05,0.022315697744488716,,,1299,0.013075928203761578,0.05999999865889549,0.025038739666342735
0.014487288892269135,,,0.23989565670490265,0,,,0.0003955982974730432,,,,,0.005130064208060503,0.0,0.0,0.052320875227451324,0.004946435336023569,9.999741450883448e-05,0.022315697744488716,,,1349,0.01530858688056469,0.06499999761581421,0.025038739666342735
0.014487288892269135,,,0.23989565670490265,0,,,0.0003955982974730432,,,,,0.005130064208060503,0.0,0.0,0.052320875227451324,0.004946435336023569,9.999741450883448e-05,0.022315697744488716,,,1399,0.01530858688056469,0.06499999761581421,0.025038739666342735
0.014487288892269135,,,0.23989565670490265,0,,,0.0007039910997264087,,,,,0.005337586626410484,0.0,0.0,0.05915486067533493,0.005340671632438898,9.999699977925047e-05,0.022315697744488716,,,1449,0.016593744978308678,0.07000000029802322,0.025038739666342735
0.014721782878041267,,,0.2393733561038971,0,,,0.028327206149697304,,,,,0.005337586626410484,0.0,0.0,0.05915486067533493,0.005340671632438898,9.999699977925047e-05,0.015040495432913303,,,1499,0.016593744978308678,0.07000000029802322,0.011663573794066906
0.014721782878041267,,,0.2393733561038971,0,,,0.0009514843113720417,,,,,0.004352624993771315,0.0,0.0,0.059339240193367004,0.007950632832944393,9.999656322179362e-05,0.015040495432913303,,,1549,0.01823718100786209,0.07500000298023224,0.011663573794066906
0.014721782878041267,,,0.2393733561038971,0,,,0.0009514843113720417,,,,,0.004352624993771315,0.0,0.0,0.059339240193367004,0.007950632832944393,9.999656322179362e-05,0.015040495432913303,,,1599,0.01823718100786209,0.07500000298023224,0.011663573794066906
0.014721782878041267,,,0.2393733561038971,0,,,0.0007181105320341885,,,,,0.0054840510711073875,0.0,0.0,0.06331326067447662,0.00824196171015501,9.99960902845487e-05,0.015040495432913303,,,1649,0.02005733922123909,0.07999999821186066,0.011663573794066906
0.014721782878041267,,,0.2393733561038971,0,,,0.0007181105320341885,,,,,0.0054840510711073875,0.0,0.0,0.06331326067447662,0.00824196171015501,9.99960902845487e-05,0.015040495432913303,,,1699,0.02005733922123909,0.07999999821186066,0.011663573794066906
0.014721782878041267,,,0.2393733561038971,0,,,0.0012183000799268484,,,,,0.003727837698534131,0.0,0.0,0.07741209119558334,0.009922659024596214,9.999558096751571e-05,0.015040495432913303,,,1749,0.02139170467853546,0.08500000089406967,0.011663573794066906
0.014721782878041267,,,0.2393733561038971,0,,,0.0012183000799268484,,,,,0.003727837698534131,0.0,0.0,0.07741209119558334,0.009922659024596214,9.999558096751571e-05,0.015040495432913303,,,1799,0.02139170467853546,0.08500000089406967,0.011663573794066906
0.014721782878041267,,,0.2393733561038971,0,,,0.0006481281016021967,,,,,0.004405810032039881,0.0,0.0,0.054769255220890045,0.007947880774736404,9.999504982260987e-05,0.015040495432913303,,,1849,0.017830615863204002,0.09000000357627869,0.011663573794066906
0.014721782878041267,,,0.2393733561038971,0,,,0.0006481281016021967,,,,,0.004405810032039881,0.0,0.0,0.054769255220890045,0.007947880774736404,9.999504982260987e-05,0.015040495432913303,,,1899,0.017830615863204002,0.09000000357627869,0.011663573794066906
0.014721782878041267,,,0.2393733561038971,0,,,0.0011967280879616737,,,,,0.003023038385435939,0.0,0.0,0.06706339120864868,0.008281920105218887,9.999448229791597e-05,0.015040495432913303,,,1949,0.018011298030614853,0.0949999988079071,0.011663573794066906
0.034984610974788666,,,0.24566620588302612,0,,,0.07099669426679611,,,,,0.003023038385435939,0.0,0.0,0.06706339120864868,0.008281920105218887,9.999448229791597e-05,0.03100595809519291,,,1999,0.018011298030614853,0.0949999988079071,0.020312737673521042
0.034984610974788666,,,0.24566620588302612,0,,,0.0006971993716433644,,,,,0.005166966002434492,0.0,0.0,0.050721291452646255,0.008103327825665474,9.99938856693916e-05,0.03100595809519291,,,2049,0.01834242418408394,0.10000000149011612,0.020312737673521042
0.034984610974788666,,,0.24566620588302612,0,,,0.0006971993716433644,,,,,0.005166966002434492,0.0,0.0,0.050721291452646255,0.008103327825665474,9.99938856693916e-05,0.03100595809519291,,,2099,0.01834242418408394,0.10000000149011612,0.020312737673521042
0.034984610974788666,,,0.24566620588302612,0,,,0.0013534901663661003,,,,,0.0043897177092731,0.0,0.0,0.06284044682979584,0.011390682309865952,9.999325993703678e-05,0.03100595809519291,,,2149,0.022064443677663803,0.10499999672174454,0.020312737673521042
0.034984610974788666,,,0.24566620588302612,0,,,0.0013534901663661003,,,,,0.0043897177092731,0.0,0.0,0.06284044682979584,0.011390682309865952,9.999325993703678e-05,0.03100595809519291,,,2199,0.022064443677663803,0.10499999672174454,0.020312737673521042
0.034984610974788666,,,0.24566620588302612,0,,,0.00046521314652636647,,,,,0.005440172739326954,0.0,0.0,0.06465817987918854,0.008975333534181118,9.99926051008515e-05,0.03100595809519291,,,2249,0.020881325006484985,0.10999999940395355,0.020312737673521042
0.034984610974788666,,,0.24566620588302612,0,,,0.00046521314652636647,,,,,0.005440172739326954,0.0,0.0,0.06465817987918854,0.008975333534181118,9.99926051008515e-05,0.03100595809519291,,,2299,0.020881325006484985,0.10999999940395355,0.020312737673521042
0.034984610974788666,,,0.24566620588302612,0,,,0.0009047346538864076,,,,,0.004594651982188225,0.0,0.0,0.05229268968105316,0.009749582968652248,9.999191388487816e-05,0.03100595809519291,,,2349,0.019573504105210304,0.11500000208616257,0.020312737673521042
0.034984610974788666,,,0.24566620588302612,0,,,0.0009047346538864076,,,,,0.004594651982188225,0.0,0.0,0.05229268968105316,0.009749582968652248,9.999191388487816e-05,0.03100595809519291,,,2399,0.019573504105210304,0.11500000208616257,0.020312737673521042
0.034984610974788666,,,0.24566620588302612,0,,,0.0012808027677237988,,,,,0.005684335250407457,0.0,0.0,0.06963039934635162,0.01008420716971159,9.999120084103197e-05,0.03100595809519291,,,2449,0.022731583565473557,0.11999999731779099,0.020312737673521042
0.0354507714509964,,,0.3345348536968231,0,,,0.08303435146808624,,,,,0.005684335250407457,0.0,0.0,0.06963039934635162,0.01008420716971159,9.999120084103197e-05,0.020144594833254814,,,2499,0.022731583565473557,0.11999999731779099,0.01181925181299448
0.0354507714509964,,,0.3345348536968231,0,,,0.0008270089165307581,,,,,0.004100300837308168,0.0,0.0,0.055882200598716736,0.011541278101503849,9.999045141739771e-05,0.020144594833254814,,,2549,0.021229799836874008,0.125,0.01181925181299448
0.0354507714509964,,,0.3345348536968231,0,,,0.0008270089165307581,,,,,0.004100300837308168,0.0,0.0,0.055882200598716736,0.011541278101503849,9.999045141739771e-05,0.020144594833254814,,,2599,0.021229799836874008,0.125,0.01181925181299448
0.0354507714509964,,,0.3345348536968231,0,,,0.0007819297607056797,,,,,0.005100509151816368,0.0,0.0,0.05007903650403023,0.010377394035458565,9.998967288993299e-05,0.020144594833254814,,,2649,0.020485807210206985,0.12999999523162842,0.01181925181299448
0.0354507714509964,,,0.3345348536968231,0,,,0.0007819297607056797,,,,,0.005100509151816368,0.0,0.0,0.05007903650403023,0.010377394035458565,9.998967288993299e-05,0.020144594833254814,,,2699,0.020485807210206985,0.12999999523162842,0.01181925181299448
0.0354507714509964,,,0.3345348536968231,0,,,0.0006812539650127292,,,,,0.0040202694945037365,0.0,0.0,0.05267420411109924,0.008514968678355217,9.998886525863782e-05,0.020144594833254814,,,2749,0.017802659422159195,0.13500000536441803,0.01181925181299448
0.0354507714509964,,,0.3345348536968231,0,,,0.0006812539650127292,,,,,0.0040202694945037365,0.0,0.0,0.05267420411109924,0.008514968678355217,9.998886525863782e-05,0.020144594833254814,,,2799,0.017802659422159195,0.13500000536441803,0.01181925181299448
0.0354507714509964,,,0.3345348536968231,0,,,0.0011803846573457122,,,,,0.005573862697929144,0.0,0.0,0.06791160255670547,0.011775924824178219,9.998802124755457e-05,0.020144594833254814,,,2849,0.024140946567058563,0.14000000059604645,0.01181925181299448
0.0354507714509964,,,0.3345348536968231,0,,,0.0011803846573457122,,,,,0.005573862697929144,0.0,0.0,0.06791160255670547,0.011775924824178219,9.998802124755457e-05,0.020144594833254814,,,2899,0.024140946567058563,0.14000000059604645,0.01181925181299448
0.0354507714509964,,,0.3345348536968231,0,,,0.0013630761532112956,,,,,0.0049779172986745834,0.0,0.0,0.05906122922897339,0.014457751996815205,9.998715540859848e-05,0.020144594833254814,,,2949,0.02534179389476776,0.14499999582767487,0.01181925181299448
0.06348972022533417,,,0.40977469086647034,0,,,0.09963972866535187,,,,,0.0049779172986745834,0.0,0.0,0.05906122922897339,0.014457751996815205,9.998715540859848e-05,0.038783006370067596,,,2999,0.02534179389476776,0.14499999582767487,0.059663183987140656
0.06348972022533417,,,0.40977469086647034,0,,,0.0009164103539660573,,,,,0.004101729951798916,0.0,0.0,0.05106796324253082,0.011282527819275856,9.998625318985432e-05,0.038783006370067596,,,3049,0.02049105428159237,0.15000000596046448,0.059663183987140656
0.06348972022533417,,,0.40977469086647034,0,,,0.0009164103539660573,,,,,0.004101729951798916,0.0,0.0,0.05106796324253082,0.011282527819275856,9.998625318985432e-05,0.038783006370067596,,,3099,0.02049105428159237,0.15000000596046448,0.059663183987140656
0.06348972022533417,,,0.40977469086647034,0,,,0.0007944223470985889,,,,,0.005538054741919041,0.0,0.0,0.06328776478767395,0.012934953905642033,9.998532186727971e-05,0.038783006370067596,,,3149,0.02480178512632847,0.1550000011920929,0.059663183987140656
0.06348972022533417,,,0.40977469086647034,0,,,0.0007944223470985889,,,,,0.005538054741919041,0.0,0.0,0.06328776478767395,0.012934953905642033,9.998532186727971e-05,0.038783006370067596,,,3199,0.02480178512632847,0.1550000011920929,0.059663183987140656
0.06348972022533417,,,0.40977469086647034,0,,,0.0008025129209272563,,,,,0.005299869924783707,0.0,0.0,0.05905082821846008,0.014195655472576618,9.998435416491702e-05,0.038783006370067596,,,3249,0.025400608777999878,0.1599999964237213,0.059663183987140656
0.06348972022533417,,,0.40977469086647034,0,,,0.0008025129209272563,,,,,0.005299869924783707,0.0,0.0,0.05905082821846008,0.014195655472576618,9.998435416491702e-05,0.038783006370067596,,,3299,0.025400608777999878,0.1599999964237213,0.059663183987140656
0.06348972022533417,,,0.40977469086647034,0,,,0.001143313362263143,,,,,0.005642930511385202,0.0,0.0,0.06566764414310455,0.01652938313782215,9.998336463468149e-05,0.038783006370067596,,,3349,0.02873907797038555,0.16500000655651093,0.059663183987140656
0.06348972022533417,,,0.40977469086647034,0,,,0.001143313362263143,,,,,0.005642930511385202,0.0,0.0,0.06566764414310455,0.01652938313782215,9.998336463468149e-05,0.038783006370067596,,,3399,0.02873907797038555,0.16500000655651093,0.059663183987140656
0.06348972022533417,,,0.40977469086647034,0,,,0.0016384178306907415,,,,,0.004534674342721701,0.0,0.0,0.05292128026485443,0.014482200145721436,9.998233872465789e-05,0.038783006370067596,,,3449,0.024309001863002777,0.17000000178813934,0.059663183987140656
0.07224871218204498,,,0.32117247581481934,0,,,0.1182066798210144,,,,,0.004534674342721701,0.0,0.0,0.05292128026485443,0.014482200145721436,9.998233872465789e-05,0.03552611172199249,,,3499,0.024309001863002777,0.17000000178813934,0.030209628865122795
0.07224871218204498,,,0.32117247581481934,0,,,0.0011051743058487773,,,,,0.0051400926895439625,0.0,0.0,0.06092705577611923,0.018064841628074646,9.998129098676145e-05,0.03552611172199249,,,3549,0.029297640547156334,0.17499999701976776,0.030209628865122795
0.07224871218204498,,,0.32117247581481934,0,,,0.0011051743058487773,,,,,0.0051400926895439625,0.0,0.0,0.06092705577611923,0.018064841628074646,9.998129098676145e-05,0.03552611172199249,,,3599,0.029297640547156334,0.17499999701976776,0.030209628865122795
0.07224871218204498,,,0.32117247581481934,0,,,0.0013980178628116846,,,,,0.004653377458453178,0.0,0.0,0.06229141727089882,0.017381897196173668,9.998020686907694e-05,0.03552611172199249,,,3649,0.028264416381716728,0.18000000715255737,0.030209628865122795
0.07224871218204498,,,0.32117247581481934,0,,,0.0013980178628116846,,,,,0.004653377458453178,0.0,0.0,0.06229141727089882,0.017381897196173668,9.998020686907694e-05,0.03552611172199249,,,3699,0.028264416381716728,0.18000000715255737,0.030209628865122795
0.07224871218204498,,,0.32117247581481934,0,,,0.0020672648679465055,,,,,0.004916043486446142,0.0,0.0,0.05687399208545685,0.014130336232483387,9.997908637160435e-05,0.03552611172199249,,,3749,0.024733778089284897,0.1850000023841858,0.030209628865122795
0.07224871218204498,,,0.32117247581481934,0,,,0.0020672648679465055,,,,,0.004916043486446142,0.0,0.0,0.05687399208545685,0.014130336232483387,9.997908637160435e-05,0.03552611172199249,,,3799,0.024733778089284897,0.1850000023841858,0.030209628865122795
0.07224871218204498,,,0.32117247581481934,0,,,0.0012059834552928805,,,,,0.004680716898292303,0.0,0.0,0.044899456202983856,0.01716713048517704,9.997794404625893e-05,0.03552611172199249,,,3849,0.026337793096899986,0.1899999976158142,0.030209628865122795
0.07224871218204498,,,0.32117247581481934,0,,,0.0012059834552928805,,,,,0.004680716898292303,0.0,0.0,0.044899456202983856,0.01716713048517704,9.997794404625893e-05,0.03552611172199249,,,3899,0.026337793096899986,0.1899999976158142,0.030209628865122795
0.07224871218204498,,,0.32117247581481934,0,,,0.0015263179084286094,,,,,0.003745849011465907,0.0,0.0,0.05522257089614868,0.021066641435027122,9.997676534112543e-05,0.03552611172199249,,,3949,0.030334748327732086,0.19499999284744263,0.030209628865122795
0.052283789962530136,,,0.330663800239563,0,,,0.14313089847564697,,,,,0.003745849011465907,0.0,0.0,0.05522257089614868,0.021066641435027122,9.997676534112543e-05,0.029272262006998062,,,3999,0.030334748327732086,0.19499999284744263,0.03145340830087662
0.052283789962530136,,,0.330663800239563,0,,,0.0018168534152209759,,,,,0.005272247362881899,0.0,0.0,0.05607030540704727,0.017872529104351997,9.997556480811909e-05,0.029272262006998062,,,4049,0.028751807287335396,0.20000000298023224,0.03145340830087662
0.052283789962530136,,,0.330663800239563,0,,,0.0018168534152209759,,,,,0.005272247362881899,0.0,0.0,0.05607030540704727,0.017872529104351997,9.997556480811909e-05,0.029272262006998062,,,4099,0.028751807287335396,0.20000000298023224,0.03145340830087662
0.052283789962530136,,,0.330663800239563,0,,,0.0011839314829558134,,,,,0.0053360858000814915,0.0,0.0,0.05871545523405075,0.014369050972163677,9.997432789532468e-05,0.029272262006998062,,,4149,0.025576680898666382,0.20499999821186066,0.03145340830087662
0.052283789962530136,,,0.330663800239563,0,,,0.0011839314829558134,,,,,0.0053360858000814915,0.0,0.0,0.05871545523405075,0.014369050972163677,9.997432789532468e-05,0.029272262006998062,,,4199,0.025576680898666382,0.20499999821186066,0.03145340830087662
0.052283789962530136,,,0.330663800239563,0,,,0.0013413623673841357,,,,,0.005174541380256414,0.0,0.0,0.052721694111824036,0.014779143035411835,9.997306187869981e-05,0.029272262006998062,,,4249,0.02522585354745388,0.20999999344348907,0.03145340830087662
0.052283789962530136,,,0.330663800239563,0,,,0.0013413623673841357,,,,,0.005174541380256414,0.0,0.0,0.052721694111824036,0.014779143035411835,9.997306187869981e-05,0.029272262006998062,,,4299,0.02522585354745388,0.20999999344348907,0.03145340830087662
0.052283789962530136,,,0.330663800239563,0,,,0.001256192452274263,,,,,0.004278047941625118,0.0,0.0,0.05501977354288101,0.016320401802659035,9.997175948228687e-05,0.029272262006998062,,,4349,0.02610042691230774,0.2150000035762787,0.03145340830087662
0.052283789962530136,,,0.330663800239563,0,,,0.001256192452274263,,,,,0.004278047941625118,0.0,0.0,0.05501977354288101,0.016320401802659035,9.997175948228687e-05,0.029272262006998062,,,4399,0.02610042691230774,0.2150000035762787,0.03145340830087662
0.052283789962530136,,,0.330663800239563,0,,,0.0027393903583288193,,,,,0.005328572355210781,0.0,0.0,0.057720527052879333,0.02549748308956623,9.997043525800109e-05,0.029272262006998062,,,4449,0.03659810870885849,0.2199999988079071,0.03145340830087662
0.0582454577088356,,,0.13322827219963074,0,,,0.0953507348895073,,,,,0.005328572355210781,0.0,0.0,0.057720527052879333,0.02549748308956623,9.997043525800109e-05,0.022457566112279892,,,4499,0.03659810870885849,0.2199999988079071,0.03830702602863312
0.0582454577088356,,,0.13322827219963074,0,,,0.0011647515930235386,,,,,0.004997396841645241,0.0,0.0,0.04753291606903076,0.02022804506123066,9.996907465392724e-05,0.022457566112279892,,,4549,0.029978733509778976,0.22499999403953552,0.03830702602863312
0.0582454577088356,,,0.13322827219963074,0,,,0.0011647515930235386,,,,,0.004997396841645241,0.0,0.0,0.04753291606903076,0.02022804506123066,9.996907465392724e-05,0.022457566112279892,,,4599,0.029978733509778976,0.22499999403953552,0.03830702602863312
0.0582454577088356,,,0.13322827219963074,0,,,0.0020170356146991253,,,,,0.00468951091170311,0.0,0.0,0.07114279270172119,0.020394938066601753,9.996768494602293e-05,0.022457566112279892,,,4649,0.03219872713088989,0.23000000417232513,0.03830702602863312
0.0582454577088356,,,0.13322827219963074,0,,,0.0020170356146991253,,,,,0.00468951091170311,0.0,0.0,0.07114279270172119,0.020394938066601753,9.996768494602293e-05,0.022457566112279892,,,4699,0.03219872713088989,0.23000000417232513,0.03830702602863312
0.0582454577088356,,,0.13322827219963074,0,,,0.0027066345792263746,,,,,0.005008756648749113,0.0,0.0,0.06420054286718369,0.022263916209340096,9.996626613428816e-05,0.022457566112279892,,,4749,0.033692725002765656,0.23499999940395355,0.03830702602863312
0.0582454577088356,,,0.13322827219963074,0,,,0.0027066345792263746,,,,,0.005008756648749113,0.0,0.0,0.06420054286718369,0.022263916209340096,9.996626613428816e-05,0.022457566112279892,,,4799,0.033692725002765656,0.23499999940395355,0.03830702602863312
0.0582454577088356,,,0.13322827219963074,0,,,0.001540632452815771,,,,,0.005195873323827982,0.0,0.0,0.05756358802318573,0.023413952440023422,9.996481094276533e-05,0.022457566112279892,,,4849,0.0343661829829216,0.23999999463558197,0.03830702602863312
0.0582454577088356,,,0.13322827219963074,0,,,0.001540632452815771,,,,,0.005195873323827982,0.0,0.0,0.05756358802318573,0.023413952440023422,9.996481094276533e-05,0.022457566112279892,,,4899,0.0343661829829216,0.23999999463558197,0.03830702602863312
0.0582454577088356,,,0.13322827219963074,0,,,0.0012040747096762061,,,,,0.0050063966773450375,0.0,0.0,0.05509458854794502,0.014709626324474812,9.996333392336965e-05,0.022457566112279892,,,4949,0.025225482881069183,0.24500000476837158,0.03830702602863312
0.09692182391881943,,,0.27772775292396545,0,,,0.16042841970920563,,,,,0.0050063966773450375,0.0,0.0,0.05509458854794502,0.014709626324474812,9.996333392336965e-05,0.02652665227651596,,,4999,0.025225482881069183,0.24500000476837158,0.0440373420715332
0.09692182391881943,,,0.27772775292396545,0,,,0.0018052980303764343,,,,,0.0054750763811171055,0.0,0.0,0.06139780580997467,0.017668358981609344,9.99618205241859e-05,0.02652665227651596,,,5049,0.02928321622312069,0.25,0.0440373420715332
0.09692182391881943,,,0.27772775292396545,0,,,0.0018052980303764343,,,,,0.0054750763811171055,0.0,0.0,0.06139780580997467,0.017668358981609344,9.99618205241859e-05,0.02652665227651596,,,5099,0.02928321622312069,0.25,0.0440373420715332
0.09692182391881943,,,0.27772775292396545,0,,,0.0026653476525098085,,,,,0.005059252958744764,0.0,0.0,0.05127889662981033,0.01731349714100361,9.996027802117169e-05,0.02652665227651596,,,5149,0.027500640600919724,0.2549999952316284,0.0440373420715332
0.09692182391881943,,,0.27772775292396545,0,,,0.0026653476525098085,,,,,0.005059252958744764,0.0,0.0,0.05127889662981033,0.01731349714100361,9.996027802117169e-05,0.02652665227651596,,,5199,0.027500640600919724,0.2549999952316284,0.0440373420715332
0.09692182391881943,,,0.27772775292396545,0,,,0.0012176907621324062,,,,,0.005346298683434725,0.0,0.0,0.06055862456560135,0.015031113289296627,9.995870641432703e-05,0.02652665227651596,,,5249,0.026433274149894714,0.25999999046325684,0.0440373420715332
0.09692182391881943,,,0.27772775292396545,0,,,0.0012176907621324062,,,,,0.005346298683434725,0.0,0.0,0.06055862456560135,0.015031113289296627,9.995870641432703e-05,0.02652665227651596,,,5299,0.026433274149894714,0.25999999046325684,0.0440373420715332
0.09692182391881943,,,0.27772775292396545,0,,,0.0018572479020804167,,,,,0.004845521878451109,0.0,0.0,0.054323166608810425,0.016378089785575867,9.99571057036519e-05,0.02652665227651596,,,5349,0.026655927300453186,0.26499998569488525,0.0440373420715332
0.09692182391881943,,,0.27772775292396545,0,,,0.0018572479020804167,,,,,0.004845521878451109,0.0,0.0,0.054323166608810425,0.016378089785575867,9.99571057036519e-05,0.02652665227651596,,,5399,0.026655927300453186,0.26499998569488525,0.0440373420715332
0.09692182391881943,,,0.27772775292396545,0,,,0.0018393583595752716,,,,,0.005183486733585596,0.0,0.0,0.0525834783911705,0.020452236756682396,9.995546861318871e-05,0.02652665227651596,,,5449,0.030894070863723755,0.27000001072883606,0.0440373420715332
0.09369508177042007,,,0.18437343835830688,0,,,0.10332698374986649,,,,,0.005183486733585596,0.0,0.0,0.0525834783911705,0.020452236756682396,9.995546861318871e-05,0.02624342031776905,,,5499,0.030894070863723755,0.27000001072883606,0.12197457998991013
0.09369508177042007,,,0.18437343835830688,0,,,0.0020149529445916414,,,,,0.004573929123580456,0.0,0.0,0.05018484964966774,0.025804342702031136,9.995380969485268e-05,0.02624342031776905,,,5549,0.0353967547416687,0.2750000059604645,0.12197457998991013
